,INDEX,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
28,POST_BMI,0.13801373143114004,-0.03928593674223523,0.03928593674223486,0.03308520184966975,0.09600821438068079,0.018775344062478144,0.025427020013821286,-0.07525396343689046,0.0025471693680946504,-0.03814578903435809,0.003293311710565556,-0.045905703270128904,0.007484653979986832,-0.003177031296556809,-0.007331105257398967,0.011133936371816965,-0.008704228102144522,-0.06733844964079196,-0.10481347122252918,-0.011410399641531664,-0.06464142982028656,-0.07037308082213344,-0.2766649642006355,0.7839269142965897,0.020635944415070197,-0.057073162292927256,-0.05037723961293579,-0.29428866251498476,1.0,0.04576795144489454,0.17752131634301516,0.05193183349506052,-0.008876166622602249,-0.027380645164766196,0.2106957117385182,0.04425411871547931,-0.22042663437253487,-0.22445426805243912,-0.1913533841570847,0.010424913622381479,0.029660476526223414,0.02490202857808507,-0.21967220505582674,-0.2240188988295765,-0.19168871274363322,0.0540718145438412,-0.01190732600293955,-0.01774536448828572,0.019634064215282167,-0.019634064215282163,-0.11270188325328542,0.11270188325328544,-0.12845330726661766,0.3608952949163724,-0.0070630456566316505,0.04684539811185624,0.06584146363645348,-0.1612882690691101,-0.18041975991636747,0.22330639338564987,0.046751822878271544,-0.11711726669577112,0.006680854642906033,-0.06686572005364065,0.07174739510607943,0.008875441127299913,-0.024816255826140533,0.01506954529484189,0.00753417514068327,-0.014470437732376202
29,POST_SMOKING,0.02424728877736169,-0.18413320965842747,0.18413320965842664,0.1654209668347744,0.19083271196772325,0.025870089288136645,0.03800407923149601,-0.018393494977320065,0.035707153645522884,-0.030598098534431163,-0.005872397550367225,0.038020371900844493,-0.016202794475832668,-0.0036061917999535404,0.015502218293795365,0.0037246860589088392,0.00741162287637997,-0.16475860035024995,-0.1656931988259668,0.42213448702590795,-0.03794167623289774,-0.06911687351166777,-0.054343675323672104,-0.009426269680992645,0.8841914232358601,-0.062158767297716244,-0.10410793135397829,-0.0898524808077613,0.04576795144489454,1.0,0.4062379064734705,0.18141162244182876,0.11945767089678493,0.09240400185859426,0.37660553996459784,0.1679777057069477,-0.20726644155272958,-0.20002551835441393,-0.22339736866319407,0.07597203937459752,0.05347001768847048,0.04246853018570735,-0.15552249836550439,-0.1334852193830789,-0.18740826222365042,0.003550566956105596,-0.0428110538471038,-0.0557444114316163,0.010587437223345026,-0.010587437223345006,-0.10059228943641715,0.10059228943641713,-0.017271171733128733,0.07771464481779085,-0.021313853243836476,-0.03164163449673083,-0.02556003112189069,-0.009115285631620918,0.0065041839599503815,0.025804274057377213,-0.021241496219806512,-0.012793125031123717,0.1123318609596381,-0.1599412593212651,0.1085297678107261,-0.0038877293279767026,0.02178486349012515,-0.045553018922319305,0.04517897629514353,0.0055243156453074855
30,PRE_ABSENTEEISM_DAYS_MONTH,0.06539861558492652,-0.1882345305650484,0.18823453056504827,0.18166349970651008,0.21664061657525754,0.07330044672614566,0.08935097392920606,-0.05686087051145892,0.01271217386828456,-0.05253032208924492,0.06363123066970808,-3.095664613615234e-05,0.08538350239624092,0.06493311900896621,0.011658720935073625,-0.010218993077664273,0.021791963680581165,0.003073476895240445,-0.18507236095265014,0.292597204886707,-0.1181687009697466,-0.26453162056722074,-0.34806722979385624,0.16464557036291175,0.44354878312271695,-0.06905015050616287,-0.17762888580154468,-0.31692980329650466,0.17752131634301516,0.4062379064734705,1.0,0.1063460321129786,0.10670128461940317,0.08066558854391753,0.7007605890771517,0.06697114876822985,-0.21731309064320442,-0.22113634047912772,-0.24551625853816003,0.06752759827352108,0.06029898344175659,0.06142616713030608,-0.06963146893728914,-0.08160997729269519,-0.11716103365101167,0.05834329087708103,0.005789177142169644,0.020736996431515067,0.02521958994261924,-0.02521958994261924,-0.2092379959609636,0.20923799596096362,0.013401900405046548,0.11068206231852364,0.0010112625199817271,-0.0015962434087955365,-0.008711872546272576,-0.07303944666297524,-0.024592909307172384,0.029530086322274808,0.002979672069735953,-0.011235444927385884,0.10722036506861052,-0.245030015195501,0.2087441042716699,0.01213189522222597,0.007411980894847973,-0.04379381561389476,0.03411844160960133,0.00950120318277081
31,PRE_PERFORMANCE,-0.06834442520532837,-0.22237020438144758,0.22237020438144747,0.23385811554166733,0.2382312919615583,0.01925603792365453,0.013514412172416994,0.013341898743418573,-0.04859165533709111,-0.011368043285779013,0.027404562704443268,-0.0148744603726206,0.0282292051146761,0.05228321277794246,-0.0375219369842965,0.013994641725438134,0.015558111465323729,-0.013002642634773102,-0.24756029159503778,0.16956190797578158,-0.026389232722542115,-0.1238361555010341,-0.04830258274813507,0.021626445573596064,0.20949449990017993,-0.05059224616504363,-0.08633715649429252,-0.05992709559829889,0.05193183349506052,0.18141162244182876,0.1063460321129786,1.0,0.2457759162740134,0.2329746005450792,0.05824274625734281,0.900216511962996,-0.04265049115167118,-0.02739139180997871,-0.08237332219827986,0.12692740795899182,0.09191213864240834,0.11752065756126197,0.01043851850622787,0.01884368405545956,-0.05178862160832106,0.05841583423529007,0.05972267051163094,0.05915839682396916,-0.07018556979374316,0.07018556979374314,-0.012178811556595613,0.012178811556595682,-0.08753109525770399,-0.01450063949552959,-0.03221266332977221,-0.0006792248888623365,-0.02017948056841437,0.090902087867118,-0.009604677199501076,-0.005181614800391919,0.030704216338562174,-0.017669922295332933,0.11221456555504414,-0.24943588437645142,0.21048980143447277,0.0976755836006892,-0.03468500875491627,-0.11565166918759814,-0.001815139206201232,0.09256760312901642
32,PRE_INTENTION_TO_STAY,-0.1769568240607341,-0.7025176732043936,0.7025176732043941,0.4328977882573332,0.5764665185254931,0.010377207162631297,0.014328020098447613,0.039383220307982164,-0.020371749107819224,0.010675875893475913,0.0329247470470769,-0.014430509781260276,0.021626070630857926,0.014490380936870204,-0.033286294377961295,0.037158338249922,-0.006525999955692203,-0.014042956306253306,-0.5471906917944866,0.09467919144453957,-0.0026567542070144003,-0.17199873701525598,-0.08547880609001444,0.0009042841659586202,0.1458387125783233,-0.02968424129625374,-0.04893073968858021,-0.10953915490439851,-0.008876166622602249,0.11945767089678493,0.10670128461940317,0.2457759162740134,1.0,0.9505509364201142,0.04354630267727487,0.25666550026349716,-0.03761663375873266,0.007822063116049063,-0.007977415044805949,0.1352325886380404,0.12641170534101295,0.1364440371190391,0.022695020334201524,0.058366728084730334,0.020527659891075065,-0.07075228234647375,0.07551324661299048,0.06078861783586242,-0.24376519484330722,0.24376519484330736,-0.19314696583781968,0.19314696583781985,-0.060655272904277836,-0.009801840181470789,-0.1122329201299221,-0.05977596792780098,-0.08226791419194583,0.14720816725191788,0.022786203272658036,0.011331791849715007,-0.002756066482025888,-0.03341264156316198,0.2682910799576588,-0.43889472268274304,0.32398038478545466,0.15880674759869481,-0.039104571653113866,-0.1666221513074043,0.06221498252966426,0.03751593116362444
33,POST_INTENTION_TO_STAY,-0.2027195394265092,-0.6297599795191318,0.6297599795191305,0.3958502921526986,0.5259563857780685,-0.004601046201189898,-0.0036554935490132187,0.03973121862994594,-0.006016059114947335,0.002093631251594546,0.0400876180024619,-0.02694954149784515,0.020946996054414326,0.02493199177894319,-0.03121334740924004,0.0419032452318153,-0.011292438347881805,0.03171272373500998,-0.4989204881504159,0.09605783577438319,0.0031064331063770604,-0.15239322326851373,-0.03985627741017898,0.004333500131246273,0.12690283304061595,-0.017762256109418832,-0.02179877891602105,-0.054051221569206005,-0.027380645164766196,0.09240400185859426,0.08066558854391753,0.2329746005450792,0.9505509364201142,1.0,0.01961643011054558,0.257462469187432,0.0005671312395022004,0.03850957856598716,0.012146622564954739,0.12375104736983926,0.11672969885670641,0.1225619156342268,0.06612228951790437,0.10049473224493022,0.05936280020974595,-0.06868387277834674,0.1009810283501319,0.08534485111090954,-0.2645328379108817,0.2645328379108818,-0.15623754063093223,0.1562375406309323,-0.08067102872253593,-0.024545189289357647,-0.12381438145061009,-0.07053093978348533,-0.08525092180939595,0.1787644788511655,0.009404301963559951,0.006424249194710298,0.0052262995401671395,-0.022707835190244434,0.24409878045665356,-0.4042712830696698,0.3004045497656277,0.14415946316721107,-0.04356373484849524,-0.15051602989669816,0.056434094200239523,0.041367298339113824
34,POST_ABSENTEEISM,0.0788205443182487,-0.11367599248306742,0.11367599248306666,0.10380485294596589,0.1394335380089831,0.04123563239163914,0.0594339886765158,0.009797494225909018,0.013994270236705093,-0.05063900317679356,-0.02597552031536182,0.03607441377723225,-0.010911208133336807,-0.012449345551506865,0.02458059258480936,0.02266815050396896,0.036745819637719765,-0.20069229515438078,-0.12890499131342278,0.08021640092176273,-0.08401433561210603,-0.19635413059658258,-0.25565264407437505,0.12694157688732138,0.3182166724201906,-0.08119243744378878,-0.2360287784736884,-0.2726187799649238,0.2106957117385182,0.37660553996459784,0.7007605890771517,0.05824274625734281,0.04354630267727487,0.01961643011054558,1.0,0.036752223738236604,-0.22448550365722603,-0.24310963278663725,-0.22889539577201445,0.024666856346299632,0.01090421493462464,0.052075147393098604,-0.21949236319854024,-0.22864506722845623,-0.22938751391014675,-0.005261418907183208,-0.1019289021586852,-0.06868903783059672,0.005777289518934912,-0.005777289518934962,-0.13144569945044707,0.13144569945044715,0.012765164712880276,0.11989840072669981,-0.006911243285811225,-0.0089597883749853,0.01025059131069628,-0.07870510928393441,-0.02483525931538623,0.037223023383613336,0.018856715151262624,-0.03700853380012035,0.06738680643578025,-0.13442157168437216,0.10890625647465,-0.03320918036731636,0.0008716026411369636,-0.027943067070247497,0.1003132498123294,-0.017556414400208407
35,POST_PERFORMANCE,-0.2052359983696783,-0.24063881563085118,0.24063881563085074,0.25026386557618163,0.2594369880897494,-0.00039920726854589413,-0.006984686200068278,-0.009099418882104833,-0.04625894390534141,-0.014820106956457262,0.02313942914857926,-0.027039177810589354,-0.003406736353942606,0.04040397212910492,-0.03862894838577395,0.014444674739098114,-0.024039751577006545,0.022635896073986563,-0.26383866644832676,0.1036365231778182,-0.0077132877682519595,-0.09249764494715496,-0.00044038663560394434,0.03186004340946184,0.15263918201004895,-0.03986004702095339,-0.027144130283220488,-0.006265089907209149,0.04425411871547931,0.1679777057069477,0.06697114876822985,0.900216511962996,0.25666550026349716,0.257462469187432,0.036752223738236604,1.0,0.008679908382777506,0.024497958870283033,-0.034740762780578215,0.12923669899209064,0.09644666314581687,0.11808909407073853,0.058288372058164194,0.07082164550822151,0.011356849664629382,0.02213839524888484,0.08831631336196737,0.08201109023538794,-0.06842608288944213,0.0684260828894421,0.013074417639562184,-0.013074417639562215,-0.07135218597175046,-0.004281011763351546,-0.00426580359779395,-0.024552415944351143,-0.02369996554907378,0.06441783840996487,-0.0021842270915617677,0.009883860615121082,0.02653450946304928,-0.03786495211804917,0.12497604845957412,-0.264442612000218,0.21921800766860206,0.08995023390591393,-0.04784141033533115,-0.09339350616144353,-0.001680439581688989,0.08233508243849604
36,PRE_ENGAGEMENT_QUESTION_1,-0.2386062822783166,0.1255718642359791,-0.12557186423597902,-0.11538452238282364,-0.12319559103994611,-0.08759271998588282,-0.09613522340654058,0.03768675841313265,-0.03982762927447215,0.005803238811193609,0.02877780278894458,0.0144145025423416,-0.023599451410279335,0.028895518317575353,0.03560049194242013,-0.0005891382507057849,-0.014266220746318871,0.06106107190088569,0.10819065378749423,-0.08868639746121301,0.06421251725697592,0.2048930459649901,0.36147483991332935,-0.16805866886573254,-0.19126399086585288,0.05601304178597355,0.22939607569777856,0.3351775319819913,-0.22042663437253487,-0.20726644155272958,-0.21731309064320442,-0.04265049115167118,-0.03761663375873266,0.0005671312395022004,-0.22448550365722603,0.008679908382777506,1.0,0.3158190253753932,0.26824997874372586,-0.01623974346376012,-0.014772306975034183,-0.01876168087667038,0.7321529217273194,0.23311960212847083,0.24477669460130236,-0.06532043148083917,0.03970404590186716,0.04743451196600014,0.030751662450693478,-0.03075166245069352,0.18873517674449145,-0.18873517674449142,0.03360563689166796,-0.07776304579617137,-0.013429714777090086,-0.0038337435864010225,-0.03679414125072208,0.04552655189110788,-0.018340691619306872,-0.0057066432804523575,-0.018521426361736464,0.04564160142713178,-0.08771437245714463,0.11025636428661129,-0.06808594516530916,0.011123800804481635,0.033599451106330794,0.012597439767218594,-0.03127883171011679,-0.03630629825693544
37,PRE_ENGAGEMENT_QUESTION_2,-0.20708116579080302,0.05775973233434864,-0.057759732334348855,-0.06367293353331575,-0.07681194399254304,-0.09331923473072425,-0.10498675518355159,0.0014493937419194968,0.026525949494405208,0.039417659893027646,0.04728765316914815,-0.009994461661523074,0.03501503452331722,0.04485663347514079,0.018329660065427644,0.0023259434785287123,0.011529022570919313,0.09803275692800337,0.04920361006656598,-0.05777593911099126,0.09946186634588265,0.1551796710724632,0.3391566617544407,-0.14026693670628052,-0.16081687284354979,0.08249893592132734,0.22809592802175632,0.3201554111481663,-0.22445426805243912,-0.20002551835441393,-0.22113634047912772,-0.02739139180997871,0.007822063116049063,0.03850957856598716,-0.24310963278663725,0.024497958870283033,0.3158190253753932,1.0,0.2573308596241236,-0.011379637375314436,-0.06019006477814798,-0.05044481704670317,0.2688154158996994,0.7412506600097989,0.2654365580935753,-0.0637405505954946,0.004562706006831764,0.01789454152306377,-0.020433439820815667,0.020433439820815684,0.16158857056593173,-0.16158857056593154,0.02561673511683462,-0.061176339563405784,-0.01877555126016778,-0.04589804641916338,-0.03727949120420438,0.05205363227538235,-0.015337195265683163,0.014355198222428034,0.005922812895799593,-0.0068398793470391215,-0.0433188604589288,0.07389605094406684,-0.05576133071956318,-0.009442999758253119,0.014462158268225606,0.04851454403535233,-0.03848451426467325,-0.03812193103733438
38,PRE_ENGAGEMENT_QUESTION_3,-0.2615314791392975,0.09712430453912964,-0.09712430453912975,-0.09271393951715216,-0.11253082514616132,-0.032815180296141576,-0.042852899419044,0.026252430312027217,-0.002869737086331747,0.05050780092309635,0.014780388345528677,-0.04867935823705587,0.02049930761220958,-0.013660929902500753,0.013201910157860474,0.046891798078150776,-0.01205710339137341,0.0801131672941782,0.08851186157050758,-0.11293525098998489,0.023076717976063508,0.19846858430557984,0.32068441687862675,-0.1250767100354166,-0.20360597022802146,0.013421029492095489,0.2458743865902749,0.2971878330941689,-0.1913533841570847,-0.22339736866319407,-0.24551625853816003,-0.08237332219827986,-0.007977415044805949,0.012146622564954739,-0.22889539577201445,-0.034740762780578215,0.26824997874372586,0.2573308596241236,1.0,-0.02043103649203496,-0.0188858929407552,-0.08380737702923595,0.2506314071664016,0.25789283156294823,0.75772203696528,-0.07495272938410477,0.04214191427090486,0.0016863787626833489,-0.015055864012609608,0.015055864012609598,0.16164288800962653,-0.1616428880096261,0.01317914604962471,-0.09362034483632681,0.013166741095181721,-0.005397164607634707,-0.032135428628153044,0.05246171792690237,0.019323539854705047,-0.02041058379825591,-0.011370018745579202,0.015510771835328356,-0.05282575963163182,0.11089311750664911,-0.09165498052853123,-0.03961624785953947,0.01925834078720016,0.029431606069213002,-0.027253209171851377,0.010157320378405174
39,PRE_SATISFACTION_QUESTION_1,-0.01359128418406577,-0.17705237908791382,0.1770523790879138,0.18047236304755968,0.1923396207949509,-0.028946158778419714,-0.03371144865214913,0.02575219888397307,-0.007084782884193059,0.020598835840946027,-0.006548126753842998,0.0018533532843383067,0.050715148910325865,-0.020200720698658678,-0.008878744760166805,0.019767447470649492,0.017898837147304628,0.050036981675689915,-0.15674093454223467,0.026078635367763003,0.0338459305760555,-0.0896361392899507,-0.060147319692209905,0.0182765827731819,0.071190139984803,0.06981497236077622,-0.011236649639997865,-0.06599829646256537,0.010424913622381479,0.07597203937459752,0.06752759827352108,0.12692740795899182,0.1352325886380404,0.12375104736983926,0.024666856346299632,0.12923669899209064,-0.01623974346376012,-0.011379637375314436,-0.02043103649203496,1.0,0.3535375902560784,0.3741595481582802,-0.002963991486555045,0.014562457951619038,-0.004117163841190007,0.5741131745530268,0.25783189041859955,0.25035822726631946,-0.003086642633254228,0.003086642633254209,-0.09235438461464061,0.0923543846146406,0.0005723893235214235,0.033835539509089664,0.005685724809607815,0.02422146943794984,-0.004419589983210981,-0.027229484292653303,0.02395729673546118,-0.0027279738998983766,-0.04293294446023433,0.025105365194907803,0.10945836955400516,-0.20712123044536443,0.16412227741822125,0.04957500711248913,-0.012223651113967797,-0.01855727363280576,-0.01426114033694885,-0.005030828307819812
40,PRE_SATISFACTION_QUESTION_2,-0.01426761354877225,-0.16171155281577623,0.1617115528157761,0.14305518746111115,0.18086562170376858,0.00257356367728552,-0.0013593048537760368,0.011813244794817074,-0.019352855194013124,-0.016234043154311997,0.018991412950890022,0.026694091791392482,-0.014332603557430627,0.0011273555210727269,-0.017355541864855543,0.03693063368773055,0.01842948084290285,0.031115502628820135,-0.13936068129962834,0.03525555541278846,-0.012981764646398261,-0.1092634780783304,-0.05226082128395178,0.04705589281881656,0.0664038682895921,0.003892232910408546,-0.047037276758895866,-0.05182923975284489,0.029660476526223414,0.05347001768847048,0.06029898344175659,0.09191213864240834,0.12641170534101295,0.11672969885670641,0.01090421493462464,0.09644666314581687,-0.014772306975034183,-0.06019006477814798,-0.0188858929407552,0.3535375902560784,1.0,0.37474781444935307,0.024297258520820746,-0.018210326849417435,0.018480674136048765,0.20525881729197792,0.7128764927363374,0.24370303254485867,0.017264500297387228,-0.017264500297387225,-0.05823984183483059,0.05823984183483071,-0.007958354740491873,0.03484218327518203,-0.005388367135544017,0.02298255177657483,-0.028315124193734133,-0.0078561768380702,0.0013630790229302197,-0.009865743567853314,0.004756032271063629,0.004575780004101303,0.056429635350388314,-0.19696263812184106,0.1872792535935822,0.04892958583630465,-0.004199553777335093,-0.0564594556443267,0.031100937082467077,-0.0006021366514846894
41,PRE_SATISFACTION_QUESTION_3,0.008819331456458385,-0.1910884099051164,0.19108840990511589,0.19379924229817913,0.22014265682005263,-0.019250665912197065,-0.022727740342277345,0.01724466618166454,-0.04578548658211587,0.04958215447697261,-0.002030397474265167,0.00019806659922388424,-0.015506335696860843,-0.010386783635831655,0.0030047403898276533,0.007641384382157784,0.005586078975079628,0.049161746540248685,-0.19842925082466165,0.015736542711733085,0.0006935955430338897,-0.09312022183109493,-0.06851947216923578,0.033806282108007416,0.05164902421049871,0.03795525714484213,-0.03312007978057882,-0.06889528477082425,0.02490202857808507,0.04246853018570735,0.06142616713030608,0.11752065756126197,0.1364440371190391,0.1225619156342268,0.052075147393098604,0.11808909407073853,-0.01876168087667038,-0.05044481704670317,-0.08380737702923595,0.3741595481582802,0.37474781444935307,1.0,0.01934613911396341,-0.02169249797313188,-0.045118956585201035,0.24910009885345097,0.2779824129867624,0.6981377676669069,0.0032079115641626913,-0.0032079115641626705,-0.07370316330430768,0.07370316330430757,0.0057251389975075334,0.05209909337785626,0.01287707187207355,-0.0033681412735419927,-0.026943223879249235,-0.03273541836946556,-0.0009805816811785076,0.05011558550655358,-0.04565965874094394,-0.005952389162071158,0.09215048597661361,-0.22482512037341185,0.19560963288757194,0.030186414265448037,0.02857556910815877,-0.054892795282907685,-0.0012105335734351784,0.016843000540929427
42,POST_ENGAGEMENT_QUESTION_1,-0.3580269049973501,0.04986982974582315,-0.049869829745823026,-0.033803262107756436,-0.05049038266710198,-0.022900335616986282,-0.03304023658985928,0.019704928838578092,-0.05943027832208983,0.03285972164296356,0.14963628017928618,0.01401010730234259,0.11070876184645957,0.16306179177452862,-0.016607991898025323,0.014073528667581551,0.006221965212862007,0.2546625222069555,0.027862283776467274,0.13622047161258394,0.038589770382472306,0.07431365951228415,0.22724678602573814,-0.043967567929879575,-0.036559209575170074,0.054746096722367014,0.23584085047163256,0.2774052329259433,-0.21967220505582674,-0.15552249836550439,-0.06963146893728914,0.01043851850622787,0.022695020334201524,0.06612228951790437,-0.21949236319854024,0.058288372058164194,0.7321529217273194,0.2688154158996994,0.2506314071664016,-0.002963991486555045,0.024297258520820746,0.01934613911396341,1.0,0.48765238633817953,0.47843023512300586,-0.017966506486550873,0.16099653272230813,0.16420189127137214,0.026981549866967516,-0.026981549866967543,0.1526676439898309,-0.1526676439898308,0.0318734797051311,-0.09699260658784804,-0.0027725066739518497,0.012859928887657239,-0.04977337886611914,0.05346004337623691,-0.06732775034718884,0.01821645875917529,0.02493931589593113,0.021865415539356413,-0.043504860117357234,0.017892036215434188,0.00811702336693415,0.04385456072725596,-0.002543943982699104,0.007987249511633744,-0.04975572511223543,-0.0130204151356048
43,POST_ENGAGEMENT_QUESTION_2,-0.3171975070734599,0.0021650208850757667,-0.0021650208850759658,0.015273429012289199,-0.011063449364551474,-0.0184683789813579,-0.03184303551131316,-0.0022013734665086177,-0.03265900982602115,0.05182371120682915,0.11840599680609253,0.0012937618754907834,0.12490966264158365,0.15239288469537096,-0.011226969974851703,-0.00027172149976793737,0.03699615916008081,0.28346266396475367,-0.0055271085660042185,0.14339724161031106,0.05462536023431725,0.04280344752101993,0.2182165285106331,-0.025043144739016372,-0.018922798692430364,0.07463664701820577,0.22010613542067275,0.2768854387718138,-0.2240188988295765,-0.1334852193830789,-0.08160997729269519,0.01884368405545956,0.058366728084730334,0.10049473224493022,-0.22864506722845623,0.07082164550822151,0.23311960212847083,0.7412506600097989,0.25789283156294823,0.014562457951619038,-0.018210326849417435,-0.02169249797313188,0.48765238633817953,1.0,0.49958528543324043,0.0007512687526694608,0.13236740413297327,0.1416530903333352,-0.0145940470585935,0.0145940470585934,0.1307938322298885,-0.13079383222988847,-0.0008291599114364402,-0.08110492020051357,0.0054016329959551135,-0.038620528138797544,-0.028221296442715847,0.06354504234679238,-0.06761418711225782,0.034054840159907535,0.05913360733246928,-0.03305917293029843,0.010826280508909132,-0.00805415242108891,0.0020803156261722947,0.02228117087218674,0.014217804466280206,0.03160476158402818,-0.0771554904325146,-0.013014077247440246
44,POST_ENGAGEMENT_QUESTION_3,-0.37954906589264475,0.05497947450941259,-0.054979474509412686,-0.02396509621987191,-0.05179862992795801,-0.012595921531195518,-0.023245657155089052,0.018646552518176616,-0.013371445653865579,0.09635124198116761,0.12184470569133005,-0.043860192788464855,0.12734786292315772,0.11853476827371132,-0.019928152226891954,0.018187265590263086,0.004461614410605503,0.25986827594772016,0.02996109218849726,0.08150830941279133,0.024544319965062126,0.08478172144644143,0.19799588006098998,-0.011331310185239137,-0.07855509701087193,0.04391894278350866,0.2660827113160224,0.24919258147136114,-0.19168871274363322,-0.18740826222365042,-0.11716103365101167,-0.05178862160832106,0.020527659891075065,0.05936280020974595,-0.22938751391014675,0.011356849664629382,0.24477669460130236,0.2654365580935753,0.75772203696528,-0.004117163841190007,0.018480674136048765,-0.045118956585201035,0.47843023512300586,0.49958528543324043,1.0,-0.028415091531146245,0.15628468322430025,0.11099873130135696,-0.01360678146765773,0.013606781467657689,0.1258379586594841,-0.12583795865948408,-0.00012671465145748837,-0.1064360178120606,0.031798269741686334,0.007741294527712218,-0.04650254013780671,0.06082465711300098,-0.041459489427395566,-0.00045368247934639175,0.054308421902887635,-0.01579009308188608,-0.01651727034750326,0.031632114825778386,-0.02519583094094962,0.0009268981277323254,0.01437224174594759,0.02298638876993251,-0.06151253481211357,0.009797820153404168
45,POST_SATISFACTION_QUESTION_1,0.40207064313796176,-0.05628186295980314,0.056281862959803634,0.07902074247918894,0.08632075586419982,0.03190391436074329,0.031228388086649177,-0.044952389899731604,-0.0799659256926655,-0.0146948535989388,-0.046228377629662074,-0.07129386207151106,-0.0012523217895068944,-0.014540158070104085,-0.08337804245730769,-0.05017045844239618,-0.0492232676800491,0.4050607467136431,-0.07119285800662618,0.07492671217168706,-0.012491212231656905,-0.08462879821574647,-0.06660174301827275,0.10780833841277437,0.028671747344216878,0.10371557381573863,1.1167951409078709e-05,-0.012600171293556351,0.0540718145438412,0.003550566956105596,0.05834329087708103,0.05841583423529007,-0.07075228234647375,-0.06868387277834674,-0.005261418907183208,0.02213839524888484,-0.06532043148083917,-0.0637405505954946,-0.07495272938410477,0.5741131745530268,0.20525881729197792,0.24910009885345097,-0.017966506486550873,0.0007512687526694608,-0.028415091531146245,1.0,0.40285967352074,0.42279504261728573,0.02485128050289254,-0.024851280502892467,-0.04038725175100602,0.04038725175100604,-0.04776756484294483,0.10187868477505128,0.025649374596148782,0.047111698795300104,0.01829291044251086,-0.05985366351390953,0.008740710987276249,-0.004537657648590959,-0.007845635632294564,0.004646287877195883,0.05213458333716725,-0.10057462764753732,0.08036068148820211,0.06451415162205276,0.010793438883292216,0.013034273745959193,-0.057727443318911796,-0.05116760164817297
